time,snmp,counter,unit
2023-09-30 13:24:13,IcmpInMsgs,0,0.0
2023-09-30 13:24:13,IcmpInErrors,0,0.0
2023-09-30 13:24:13,IcmpInCsumErrors,0,0.0
2023-09-30 13:24:13,IcmpInDestUnreachs,0,0.0
2023-09-30 13:24:13,IcmpInTimeExcds,0,0.0
2023-09-30 13:24:13,IcmpInParmProbs,0,0.0
2023-09-30 13:24:13,IcmpInSrcQuenchs,0,0.0
2023-09-30 13:24:13,IcmpInRedirects,0,0.0
2023-09-30 13:24:13,IcmpInEchos,0,0.0
2023-09-30 13:24:13,IcmpInEchoReps,0,0.0
2023-09-30 13:24:13,IcmpInTimestamps,0,0.0
2023-09-30 13:24:13,IcmpInTimestampReps,0,0.0
2023-09-30 13:24:13,IcmpInAddrMasks,0,0.0
2023-09-30 13:24:13,IcmpInAddrMaskReps,0,0.0
2023-09-30 13:24:13,IcmpOutMsgs,0,0.0
2023-09-30 13:24:13,IcmpOutErrors,0,0.0
2023-09-30 13:24:13,IcmpOutDestUnreachs,0,0.0
2023-09-30 13:24:13,IcmpOutTimeExcds,0,0.0
2023-09-30 13:24:13,IcmpOutParmProbs,0,0.0
2023-09-30 13:24:13,IcmpOutSrcQuenchs,0,0.0
2023-09-30 13:24:13,IcmpOutRedirects,0,0.0
2023-09-30 13:24:13,IcmpOutEchos,0,0.0
2023-09-30 13:24:13,IcmpOutEchoReps,0,0.0
2023-09-30 13:24:13,IcmpOutTimestamps,0,0.0
2023-09-30 13:24:13,IcmpOutTimestampReps,0,0.0
2023-09-30 13:24:13,IcmpOutAddrMasks,0,0.0
2023-09-30 13:24:13,IcmpOutAddrMaskReps,0,0.0
2023-09-30 13:24:13,TcpActiveOpens,0,0.0
2023-09-30 13:24:13,TcpPassiveOpens,0,0.0
2023-09-30 13:24:13,TcpAttemptFails,0,0.0
2023-09-30 13:24:13,TcpEstabResets,0,0.0
2023-09-30 13:24:13,TcpInSegs,174,0.0
2023-09-30 13:24:13,TcpOutSegs,174,0.0
2023-09-30 13:24:13,TcpRetransSegs,0,0.0
2023-09-30 13:24:13,TcpInErrs,0,0.0
2023-09-30 13:24:13,TcpOutRsts,0,0.0
2023-09-30 13:24:13,TcpInCsumErrors,0,0.0
2023-09-30 13:24:13,UdpInDatagrams,0,0.0
2023-09-30 13:24:13,UdpNoPorts,0,0.0
2023-09-30 13:24:13,UdpInErrors,0,0.0
2023-09-30 13:24:13,UdpOutDatagrams,0,0.0
2023-09-30 13:24:13,UdpRcvbufErrors,0,0.0
2023-09-30 13:24:13,UdpSndbufErrors,0,0.0
2023-09-30 13:24:13,UdpInCsumErrors,0,0.0
2023-09-30 13:24:13,UdpIgnoredMulti,0,0.0
2023-09-30 13:24:13,UdpMemErrors,0,0.0
2023-09-30 13:24:13,UdpLiteInDatagrams,0,0.0
2023-09-30 13:24:13,UdpLiteNoPorts,0,0.0
2023-09-30 13:24:13,UdpLiteInErrors,0,0.0
2023-09-30 13:24:13,UdpLiteOutDatagrams,0,0.0
2023-09-30 13:24:13,UdpLiteRcvbufErrors,0,0.0
